Posted on,Owner Name,Location,BHK,Balcony,Sq. ft,Price
2023-09-26,Indranil Thaman,Giridih,2,0,1411,4964645
2023-09-05,Taimur Anand,Morena,4,0,1961,2139997
2023-09-09,Vihaan Goyal,Bilaspur,3,0,927,8238424
2023-09-24,Sana Dua,Aizawl,3,2,601,3955547
2023-09-16,Nitya Chad,Haridwar,3,2,1680,1265610
2023-09-18,Madhup Chadha,Nagaon,1,2,1201,1764041
2023-09-05,Himmat Vig,Munger,2,2,910,2079878
2023-09-18,Faiyaz Randhawa,Chapra,3,1,1908,5896809
2023-09-24,Anaya Sura,Rampur,2,0,1072,4218245
2023-09-07,Advika Babu,Asansol,2,1,890,8303734
2023-09-20,Miraya Toor,Suryapet,2,0,1526,1665620
2023-09-19,Prerak Bail,Nandyal,1,1,1220,8863025
2023-10-02,Hunar Saxena,Bettiah,2,0,1799,9111378
2023-09-06,Ojas Tank,Tiruppur,2,0,1874,8790541
2023-09-13,Veer Sharma,Tiruppur,2,0,992,6353663
2023-09-27,Nitya Yogi,Bettiah,2,1,1002,8147365
2023-09-18,Veer Kannan,Davanagere,4,1,1931,2287916
2023-09-30,Divit Ben,Gandhidham,2,1,1894,4216861
2023-09-11,Mishti Chada,Karawal Nagar,4,2,502,7416449
2023-09-09,Zaina Khosla,Deoghar,3,0,1297,5423359
2023-09-06,Ivan Solanki,Karawal Nagar,3,0,1873,4275666
2023-09-10,Anvi Sankaran,Panchkula,2,1,1417,4837807
2023-09-15,Ojas Shroff,Vadodara,1,1,623,3020814
2023-09-26,Divij Dayal,Ghaziabad,4,1,1327,3256207
2023-09-21,Drishya Ganesan,Bhatpara,2,2,1971,6351531
2023-09-23,Himmat Chacko,Mirzapur,4,2,1361,8750925
2023-09-27,Aarush Jani,Dehradun,2,2,791,5317636
2023-09-13,Diya Bhatia,Anantapuram,3,2,1966,8970763
2023-09-06,Nirvi Jaggi,Thoothukudi,4,1,788,6370418
2023-09-16,Adah Iyer,Surat,2,1,989,6397439
2023-09-09,Shalv Kurian,Ramgarh,3,0,1376,9815634
2023-09-05,Lagan Garde,Imphal,2,0,1611,2348906
2023-09-26,Urvi Chacko,Gurgaon,2,0,1496,3676982
2023-09-24,Dhanuk Kara,Narasaraopet,1,2,1387,3477622
2023-09-29,Vivaan Sen,Tadepalligudem,4,0,1160,8558188
2023-09-13,Anya Zacharia,Parbhani,2,0,1622,1259484
2023-09-12,Ayesha Khurana,Surat,1,0,1005,6660743
2023-09-28,Aarna Bir,Latur,1,0,1003,9621897
2023-09-26,Yashvi Walia,Buxar,2,0,1513,5816581
2023-09-10,Piya Gola,Akola,2,1,1457,3630793
2023-09-23,Ryan Kakar,Ambarnath,3,2,1340,2084696
2023-09-20,Alia Aggarwal,Mira-Bhayandar,1,0,989,5039740
2023-09-24,Indrans Devan,Sasaram,3,2,576,5565675
2023-09-18,Tanya Sur,Firozabad,2,2,763,7397186
2023-09-25,Shlok Wagle,Indore,2,2,532,7119807
2023-09-26,Raunak Shan,Sri Ganganagar,4,1,790,9919454
2023-10-01,Ishita Bahl,Kharagpur,2,1,778,2622788
2023-09-09,Yuvaan Dutta,Singrauli,1,0,1122,4069297
2023-09-05,Nehmat Rout,Khammam,4,1,1424,4608225
2023-09-05,Dishani Agrawal,Rampur,2,2,911,9750966
2023-09-15,Dishani Butala,Amroha,4,0,543,6696326
2023-09-14,Seher Sha,Tiruvottiyur,3,1,892,8153063
2023-10-01,Miraan Sant,Thanjavur,2,2,1614,4569655
2023-09-10,Renee Kala,Mysore,1,0,1111,7771479
2023-09-11,Shayak Kakar,Thane,4,0,914,1794348
2023-09-10,Hiran Ramachandran,Ambattur,3,1,957,4974258
2023-10-01,Mannat Kashyap,Karimnagar,4,2,1070,4717609
2023-09-21,Vaibhav Sandhu,Junagadh,1,2,1587,5518477
2023-09-16,Amira Chandran,Agra,4,2,1502,6746008
2023-09-20,Ivana Dass,Katni,1,2,1777,9651872
2023-09-21,Drishya Apte,Muzaffarnagar,3,2,794,4056677
2023-09-04,Anvi Chand,Siliguri,2,1,625,5728958
2023-09-25,Misha Chatterjee,Shivpuri,1,0,1826,6512488
2023-09-24,Ishaan Toor,Bilaspur,1,2,1038,9989672
2023-09-04,Urvi Chanda,Jhansi,1,0,1743,7475494
2023-10-01,Neysa Dey,Amroha,1,2,1996,8596856
2023-09-17,Lagan Soman,Kanpur,2,0,1173,5472529
2023-09-14,Anay Bhardwaj,Mira-Bhayandar,2,1,670,3907833
2023-09-12,Misha Desai,Bhalswa Jahangir Pur,4,0,1802,4799311
2023-09-12,Ira Seshadri,Mango,1,1,1964,3024665
2023-09-21,Shlok Dhar,Pune,3,1,1946,7150519
2023-09-05,Ehsaan Suresh,Gorakhpur,3,1,1279,7565785
2023-09-14,Shaan Krish,Singrauli,1,1,1203,9645692
2023-09-26,Ritvik Swaminathan,Hyderabad,2,2,950,8213199
2023-09-29,Kaira Yogi,Guntur,2,2,714,1166595
2023-09-29,Nayantara Dara,Kamarhati,1,0,1309,3869649
2023-09-08,Kartik Iyengar,Varanasi,4,0,1691,6646952
2023-09-26,Veer Sridhar,Bally,2,1,1386,8157424
2023-09-19,Aaryahi Loke,Sagar,3,2,1555,9963112
2023-09-29,Samiha Tara,Phusro,4,1,1463,9148377
2023-10-01,Akarsh Kaur,Nadiad,2,1,1290,1897789
2023-09-26,Ishita Ravi,Nanded,4,1,999,2186763
2023-09-19,Lakshit Dubey,Karaikudi,4,1,631,3547079
2023-09-19,Shanaya Ratti,Bally,2,1,618,6354707
2023-09-04,Zoya Lata,Sonipat,3,1,706,6624262
2023-09-25,Hridaan Srivastava,Rourkela,1,1,1507,4209891
2023-09-08,Ojas Raj,Gopalpur,4,0,1492,6703313
2023-09-20,Jayesh Saha,Jorhat,4,1,1810,7906791
2023-10-02,Alisha Devi,Bardhaman,1,1,1981,2146716
2023-09-21,Renee Sankaran,Muzaffarnagar,1,1,1121,9649830
2023-09-26,Ayesha Chawla,Chapra,4,2,1199,2294622
2023-09-23,Hazel Sachdeva,Dharmavaram,2,0,873,8141916
2023-09-23,Vanya Mane,Pallavaram,2,2,1238,6057299
2023-09-04,Nitya Barman,Shimoga,3,0,1181,9749734
2023-09-27,Zaina Singhal,Hospet,4,1,1909,2574671
2023-09-09,Shlok Hegde,Madanapalle,2,1,819,2232562
2023-10-01,Miraya Sarin,Bathinda,2,0,1570,8798027
2023-09-27,Zara Chadha,Unnao,2,2,868,5483098
2023-09-23,Badal Thakkar,Kolkata,4,0,1619,6304654
2023-09-20,Dishani Manne,Kavali,3,1,920,2085131
2023-09-11,Hridaan Bhargava,Patiala,4,2,1080,3273515
2023-09-15,Divit Dube,Kolkata,3,2,1961,9657489
2023-09-27,Shalv Verma,Moradabad,3,2,1852,9040324
2023-09-08,Inaaya  Lanka,Sambhal,3,2,1498,7947268
2023-09-22,Rohan Yadav,Davanagere,1,0,810,6326421
2023-09-29,Kimaya Dhar,Noida,2,1,1357,7598905
2023-09-15,Jiya Raval,Visakhapatnam,4,1,1101,2648102
2023-09-12,Tejas Raman,Kulti,3,0,1713,9643653
2023-09-16,Kabir Krish,Jalna,1,1,1275,3324161
2023-09-24,Lavanya Sha,Secunderabad,1,2,615,9807079
2023-09-06,Ira Chada,Secunderabad,3,2,1396,7046869
2023-09-14,Farhan Deshpande,Panvel,2,0,770,8552046
2023-09-17,Bhavin Balakrishnan,Kadapa,3,1,1421,4196016
2023-09-16,Jivin Comar,Sasaram,2,0,1081,4819836
2023-09-09,Jayant Bhardwaj,Karimnagar,4,2,726,4417107
2023-09-14,Farhan Mander,New Delhi,4,1,1738,6859817
2023-09-09,Vritika Chawla,Bhusawal,3,1,863,2413245
2023-09-06,Jivin Trivedi,Sangli-Miraj & Kupwad,2,0,760,6503386
2023-09-04,Ojas Dubey,Bongaigaon,1,2,772,7599392
2023-09-08,Onkar Babu,Kota,4,2,1201,7157134
2023-09-09,Pranay Agarwal,Asansol,1,2,1648,5405991
2023-09-21,Nirvaan Goel,Sagar,4,1,1166,1702358
2023-09-30,Jayan Zachariah,Guntakal,1,2,1614,3506406
2023-09-27,Reyansh Sharaf,Machilipatnam,2,0,1111,1904012
2023-09-28,Saira Solanki,Bangalore,1,1,1962,3734456
2023-09-16,Tiya Basu,Hosur,2,0,828,8574536
2023-09-12,Ira Handa,Guntakal,4,1,1964,9101572
2023-09-10,Dhanuk Ben,Sasaram,1,0,576,7054701
2023-09-21,Zaina Dada,Nandyal,2,1,1384,3811163
2023-09-30,Indrans Mani,Delhi,1,0,563,2229985
2023-09-29,Advika Dhawan,Nagpur,3,2,1828,6114517
2023-09-12,Kavya Bala,Rohtak,2,1,1014,8850066
2023-09-19,Zoya Rana,Yamunanagar,1,0,1462,6571577
2023-09-26,Mamooty Johal,Tirunelveli,2,2,1096,5339447
2023-09-12,Aarav Dhingra,Hospet,4,2,1596,2696811
2023-09-21,Pari Mannan,Vasai-Virar,3,0,952,7653246
2023-09-22,Divyansh Lala,Bhusawal,2,0,627,4671705
2023-09-18,Gokul Gandhi,Bhubaneswar,4,2,1242,1426210
2023-09-14,Ayesha Kata,Karimnagar,2,0,1991,1267723
2023-09-30,Vritika Shan,Bharatpur,3,1,695,9661084
2023-09-21,Faiyaz Bhasin,Motihari,2,0,1976,6162290
2023-09-24,Jayesh Chakrabarti,Faridabad,3,1,1352,7002380
2023-09-19,Armaan Bajwa,Silchar,2,1,1502,6756867
2023-10-02,Misha Bajaj,North Dumdum,3,1,1172,9598304
2023-09-16,Nakul Hayer,Junagadh,3,0,1291,3539695
2023-09-11,Aradhya Chawla,Bongaigaon,2,0,1335,5869542
2023-09-13,Nitya Dhingra,Arrah,3,2,1831,9557230
2023-09-09,Zaina Dass,Pudukkottai,4,2,1684,5855315
2023-09-17,Ishaan Bahri,Munger,3,0,641,3654320
2023-09-13,Shalv Apte,Jorhat,3,0,1930,2230966
2023-09-09,Siya Jhaveri,Bhavnagar,3,1,1049,2552721
2023-09-12,Adira Lad,Maheshtala,3,1,1727,8348505
2023-09-09,Anahita Doshi,Eluru,2,0,1811,9181816
2023-09-16,Mohanlal Som,Miryalaguda,2,2,1777,4867054
2023-09-18,Akarsh Sarraf,Danapur,3,1,1974,7579751
2023-09-30,Samar Sani,Nagpur,4,1,1707,7397859
2023-10-02,Raghav Sridhar,Surat,3,2,1177,6258423
2023-09-14,Jayan Lad,Hubli–Dharwad,3,2,1925,3716957
2023-10-02,Trisha Mani,Berhampore,3,2,1572,7745887
2023-09-23,Ojas Banerjee,Vadodara,2,2,1697,8322491
2023-09-09,Baiju Bawa,Dehradun,4,1,1178,5237773
2023-09-08,Dhanuk Master,Bhiwandi,4,1,1285,4994119
2023-09-05,Dhanuk Iyer,Bhilwara,4,0,635,9970483
2023-09-30,Samiha Kant,Darbhanga,4,0,1528,4842390
2023-09-08,Divij Reddy,New Delhi,4,1,1695,2978211
2023-09-13,Devansh Vora,Karnal,3,2,1783,8995756
2023-09-08,Mishti Kala,Nagercoil,4,0,1647,7824731
2023-09-25,Zoya Sanghvi,Bhavnagar,2,2,750,3697357
2023-09-08,Kabir Dhawan,Danapur,3,0,1157,8783038
2023-09-27,Damini Jaggi,Nellore,4,1,920,8798944
2023-09-27,Saksham Suri,Orai,2,2,1664,9557182
2023-09-28,Indranil Vaidya,Jalgaon,1,2,834,2994792
2023-09-25,Shamik Walia,Patna,1,2,900,8103612
2023-09-14,Nayantara Deshpande,Gulbarga,1,2,1952,3917020
2023-09-26,Adira Tata,Khandwa,3,2,884,4170052
2023-09-18,Neelofar Virk,Dharmavaram,3,2,1438,4864475
2023-09-05,Dishani Das,Noida,3,1,1968,7218707
2023-09-12,Taran Setty,Tadipatri,1,1,1613,9051824
2023-09-04,Mamooty Doctor,Patna,2,0,1680,7340140
2023-09-06,Kanav Karpe,Kolhapur,2,0,1620,4356877
2023-09-14,Amira Bora,Surendranagar Dudhrej,3,0,1662,8402000
2023-09-10,Rania Rattan,Tirunelveli,3,2,523,2469506
2023-09-24,Pari Varma,Bijapur,1,0,1338,9135053
2023-09-14,Ishita Dhaliwal,Haldia,2,1,1936,1885393
2023-09-23,Seher Baria,Kharagpur,1,0,1143,2354241
2023-09-07,Yashvi Aggarwal,Navi Mumbai,4,2,745,7519582
2023-09-06,Ranbir Khanna,Faridabad,3,1,1628,1023262
2023-09-20,Seher Sundaram,New Delhi,4,1,734,7793608
2023-09-26,Raunak Arora,Proddatur,3,1,1183,2630523
2023-09-28,Hunar Balay,Korba,1,0,1340,5092631
2023-10-02,Neelofar Kala,Jodhpur,3,2,1213,1782044
2023-09-29,Aradhya Sha,Howrah,4,0,1464,6260607
2023-09-17,Vihaan Gera,Anand,1,1,907,6043213
2023-09-09,Jiya Sandal,Orai,1,0,742,1993976
2023-09-21,Elakshi Rattan,Nandyal,3,1,1726,2779662
2023-09-09,Ishaan Gala,Bhiwandi,1,0,1074,1407314
2023-09-06,Kashvi Lalla,Korba,4,2,1204,3674171
2023-09-21,Anika Sule,Mira-Bhayandar,1,2,1153,9656785
2023-09-20,Jivin Bains,Sangli-Miraj & Kupwad,3,1,1760,3407060
2023-09-05,Vidur Tandon,Nashik,4,1,1604,5982941
2023-09-07,Hrishita Bajaj,Ghaziabad,4,2,628,2943998
2023-09-29,Priyansh Raman,Pali,1,2,543,5710578
2023-09-29,Advik Bandi,Korba,1,2,1130,7849162
2023-09-16,Manikya Som,Udupi,2,0,994,8747069
2023-09-27,Abram Luthra,Tenali,2,0,629,3549444
2023-09-20,Devansh Mallick,Amravati,4,0,1797,3497750
2023-09-30,Madhup Agarwal,Tezpur,1,2,1248,7666115
2023-09-10,Ayesha Talwar,Siliguri,2,0,661,1728395
2023-09-17,Pari Vohra,Rohtak,1,2,647,3164107
2023-09-16,Oorja Khare,Udaipur,4,0,1233,1316227
2023-09-05,Misha Gole,Gulbarga,4,0,1923,7447207
2023-09-19,Sana Baral,Ichalkaranji,2,2,1587,5108953
2023-09-24,Nehmat Varty,Sagar,3,0,585,3131405
2023-09-28,Stuvan Mannan,Mira-Bhayandar,4,2,1736,2252606
2023-09-29,Mannat Varghese,Panchkula,3,1,802,4525810
2023-09-27,Bhavin Agrawal,Kozhikode,1,2,783,4543471
2023-09-13,Manjari Upadhyay,Kurnool,4,1,1520,8997479
2023-09-13,Madhav Sankaran,Chandigarh,2,0,1903,1798922
2023-09-28,Dishani Datta,Khora ,1,2,1336,1443425
2023-09-26,Ritvik Gandhi,Bulandshahr,3,1,1512,5092717
2023-09-09,Dhruv Savant,Jalna,2,0,886,2599590
2023-09-11,Aaryahi Hans,Phagwara,4,1,1892,2093743
2023-09-24,Jhanvi Walla,Buxar,1,0,1234,5255993
2023-09-30,Chirag Chakraborty,Nagaon,1,0,1423,7665598
2023-09-17,Azad Keer,Raipur,4,0,610,6076603
2023-09-18,Mohanlal Dugal,Bahraich,3,2,1234,6742775
2023-09-30,Shayak Bhatia,Rampur,4,0,960,4299251
2023-09-28,Aarna Bhardwaj,Motihari,1,1,1385,5549564
2023-09-09,Tejas Rattan,Raebareli,1,0,1668,1418951
2023-09-04,Nirvaan Varma,Bardhaman,3,1,1711,9792771
2023-09-12,Nirvaan Baria,Gaya,1,1,1896,3414537
2023-09-17,Tushar Shah,Berhampur,2,1,750,1887503
2023-09-20,Purab Sagar,Hubli–Dharwad,1,2,1249,9249087
2023-09-29,Samar Varughese,Barasat,3,1,1537,9467246
2023-09-27,Pari Deshpande,Saharanpur,3,2,1437,2938469
2023-09-19,Yakshit Dass,Thiruvananthapuram,3,2,1788,2832039
2023-09-21,Madhup Singh,Shimoga,1,2,778,5021124
2023-09-06,Riaan Kota,Bareilly,3,0,1836,9045688
2023-10-01,Madhav Shetty,Singrauli,4,0,1960,9383423
2023-09-10,Vritika Ramaswamy,Aurangabad,2,2,1266,6950352
2023-09-15,Vidur Sandal,Belgaum,1,1,575,2797446
2023-09-13,Yuvraj  Sood,Davanagere,2,2,561,7691155
2023-09-04,Hunar Rattan,Chandrapur,2,0,908,1961766
2023-09-04,Baiju Sheth,Bidar,3,0,1133,9419172
2023-09-23,Charvi Mani,Jalna,1,0,1449,3460137
2023-09-24,Jiya Keer,Tezpur,2,1,789,7901982
2023-09-17,Manikya Gokhale,Medininagar,3,2,630,9980640
2023-09-13,Myra Kashyap,Pimpri-Chinchwad,1,0,1658,7737865
2023-09-30,Damini Madan,Ahmednagar,4,2,1264,6927600
2023-09-20,Jivin Dani,Purnia,1,1,771,8502374
2023-09-29,Nayantara Bora,Ranchi,2,1,1395,5042982
2023-09-22,Aradhya Kari,Amritsar,3,1,1408,3564267
2023-09-21,Arhaan Maharaj,Ozhukarai,4,1,1213,7799718
2023-09-26,Mannat Lall,Ulhasnagar,3,1,1698,6548700
2023-09-20,Kashvi Zachariah,Sangli-Miraj & Kupwad,1,0,981,2889036
2023-09-05,Pihu Devi,Panihati,2,2,871,8340782
2023-09-22,Dhanush Soman,Bhatpara,2,1,713,5431130
2023-09-04,Anika Rattan,Kishanganj,1,0,1852,5123730
2023-09-15,Adah Ratti,Tiruchirappalli,2,1,598,4919409
2023-09-07,Kabir Khalsa,Visakhapatnam,1,1,1100,3894567
2023-09-11,Samar Kara,Bulandshahr,3,0,1429,9452586
2023-09-15,Damini Savant,Kishanganj,1,2,671,5392885
2023-09-20,Bhavin Bhavsar,Raichur,1,0,1866,9724947
2023-09-10,Umang Kumer,Shimla,4,1,951,3153608
2023-09-05,Yasmin Lad,Jorhat,2,2,999,7220826
2023-09-17,Kabir Raman,Raichur,1,0,651,8262318
2023-09-23,Charvi Lanka,Jammu,2,0,787,2827889
2023-09-15,Navya Yogi,Malegaon,3,2,1045,5812364
2023-10-02,Anya Aggarwal,Nizamabad,1,0,1851,9615523
2023-09-14,Sana Saraf,Kalyan-Dombivli,4,2,1480,5029332
2023-09-22,Suhana Mannan,Madanapalle,2,1,1245,5269730
2023-09-26,Vanya Goswami,Bhiwani,4,1,1401,9407507
2023-09-18,Kiaan Bose,Bijapur,4,2,1270,1273099
2023-09-09,Heer Hayre,Raurkela Industrial Township,2,0,861,2310094
2023-09-12,Indrans Kurian,Silchar,3,1,1969,4117884
2023-10-01,Rohan Sodhi,Naihati,2,2,509,6188165
2023-09-29,Myra Amble,Munger,3,0,1510,5813321
2023-09-25,Anahi Mane,Motihari,4,1,1842,9604750
2023-09-12,Arhaan Iyengar,Gurgaon,2,0,698,8566980
2023-09-11,Yasmin Doctor,Guna,3,0,584,9307063
2023-10-02,Oorja Ghose,Hajipur,1,0,1946,5847157
2023-09-05,Shanaya Sampath,Bilaspur,3,0,550,1493969
2023-09-08,Mannat Reddy,Dhanbad,2,2,1948,2757389
2023-09-06,Purab Srinivas,Baranagar,3,1,545,2128211
2023-09-04,Ojas Dada,Korba,2,1,958,2689320
2023-09-11,Rati Apte,Jammu,2,2,566,7358906
2023-10-01,Indrans Mahajan,Bokaro,3,0,543,4220620
2023-09-29,Manjari Saini,Ranchi,3,2,1835,4779587
2023-09-20,Advik Kumer,Hindupur,3,2,1457,1570079
2023-09-04,Yuvaan Sachdev,Ambattur,1,1,1062,7868210
2023-09-07,Sumer Varghese,Patiala,3,2,1679,1956635
2023-10-01,Taimur Kata,Bhalswa Jahangir Pur,4,2,642,8051172
2023-09-23,Adira Dash,Pallavaram,2,2,852,2551051
2023-09-16,Adah Rattan,Mehsana,1,2,1769,5598318
2023-09-06,Urvi Devi,Jamshedpur,1,2,538,3699402
2023-09-15,Jivin Hayer,Kishanganj,4,1,958,1927120
2023-09-05,Eshani Jha,Pune,4,0,667,6037034
2023-09-23,Miraya Dhar,Ghaziabad,2,1,1720,5988381
2023-09-14,Kimaya Handa,Bhopal,3,2,1567,5046103
2023-09-11,Jayant Rana,Bhopal,2,0,1447,8554532
2023-10-01,Aniruddh Mangat,Surat,3,2,542,8345567
2023-09-10,Rania Barad,Kanpur,3,0,610,4294736
2023-09-16,Stuvan Dewan,Moradabad,3,0,1500,2428028
2023-09-19,Vritika Dhaliwal,Anand,3,2,1240,1370141
2023-09-06,Jivin Aurora,Madhyamgram,3,2,532,5738986
2023-09-24,Romil Barman,Unnao,3,2,701,9931629
2023-09-11,Devansh Brahmbhatt,Pune,2,0,1000,9163762
2023-09-18,Tanya Edwin,Ozhukarai,1,2,545,8873131
2023-09-27,Eva Bhandari,Aizawl,4,2,1935,9787001
2023-09-30,Saanvi Sidhu,Rourkela,3,0,1998,7771454
2023-09-07,Miraya Gola,Davanagere,4,2,1609,7204864
2023-09-24,Kartik Singh,Jalgaon,2,0,1088,8769412
2023-09-07,Rasha Sha,Jammu,1,0,1226,9747733
2023-09-30,Yakshit Chowdhury,Imphal,4,1,684,1526637
2023-09-17,Onkar Keer,Muzaffarpur,4,1,1201,1302065
2023-09-11,Nayantara Sandhu,Arrah,1,0,518,3965052
2023-09-18,Kaira Hegde,Jamalpur,1,0,1749,7758013
2023-09-30,Saksham Grewal,Delhi,4,2,1265,5960505
2023-09-18,Aniruddh Roy,Sagar,4,2,1464,9333686
2023-09-29,Amira Dada,Udupi,1,0,852,1233694
2023-09-13,Veer Solanki,Madhyamgram,3,2,736,5929775
2023-09-11,Jivika Kunda,Hindupur,2,2,1734,3795496
2023-09-24,Divyansh Tata,Narasaraopet,3,0,1431,8294772
2023-10-01,Dhruv Konda,Firozabad,1,2,1567,2964221
2023-09-11,Saira Krishnamurthy,Nagaon,2,1,1380,2451760
2023-09-23,Nakul Borah,Bhalswa Jahangir Pur,3,0,937,3319166
2023-09-07,Lakshit Malhotra,Rampur,3,1,862,5439136
2023-09-29,Krish Kibe,Bellary,4,1,1158,7178894
2023-09-13,Emir Sarma,Naihati,3,2,606,8849747
2023-09-22,Rohan Acharya,Muzaffarnagar,4,2,1361,8240017
2023-09-10,Indrajit Edwin,Mirzapur,2,2,1421,5398421
2023-09-17,Anaya Sen,Bellary,3,0,1405,7266069
2023-09-21,Lakshay Sahni,Vadodara,2,0,1767,3729902
2023-09-27,Vihaan Varty,Rewa,2,1,1016,5472691
2023-09-21,Shalv Bava,Nanded,2,0,1083,3555855
2023-09-16,Ela Srinivasan,Belgaum,3,1,944,5281986
2023-09-16,Arhaan Lad,Panihati,3,1,679,4196970
2023-09-23,Bhamini Vora,Thanjavur,2,2,1638,9779005
2023-09-05,Saira Sathe,North Dumdum,1,1,907,3198901
2023-09-19,Tiya Guha,Chinsurah,3,1,664,4341217
2023-09-11,Suhana Bajaj,Phusro,1,1,1602,8538328
2023-09-04,Dhanuk Din,Yamunanagar,3,2,1597,3219590
2023-09-20,Jivika Varma,Asansol,3,1,1329,1475184
2023-09-21,Himmat Dasgupta,Jehanabad,1,0,651,2190943
2023-09-05,Aaina Balasubramanian,Sagar,3,0,1364,5070668
2023-09-17,Anika Sathe,Junagadh,1,2,1226,9413015
2023-09-09,Shray Dhaliwal,Nagercoil,1,1,1546,4955995
2023-09-26,Chirag Hayer,Farrukhabad,2,1,1977,8755864
2023-09-29,Damini Lal,Tirunelveli,2,1,879,2620218
2023-09-16,Jayant Gupta,Surat,2,1,1341,5384735
2023-09-29,Advika Balay,Bhubaneswar,2,2,986,4695053
2023-09-20,Hazel Jayaraman,Jehanabad,4,1,1098,4122249
2023-09-23,Vedika Kanda,Kottayam,4,1,1131,5680616
2023-09-14,Madhav D’Alia,Sultan Pur Majra,3,1,1114,6995569
2023-09-29,Divyansh Mann,Haldia,3,1,1944,9035606
2023-09-12,Dharmajan Khalsa,Etawah,2,1,889,3804314
2023-09-27,Yakshit Boase,Thrissur,4,2,1294,9105169
2023-09-22,Raghav Mahal,Jalandhar,4,0,1106,5900174
2023-09-30,Prerak Iyengar,Kolkata,2,1,1858,6410935
2023-09-09,Ojas Zacharia,Proddatur,1,1,1940,4615743
2023-09-22,Stuvan Dugar,Tiruppur,4,2,584,7948547
2023-09-29,Zain Hayer,Silchar,3,0,1590,5205891
2023-09-10,Aniruddh Goyal,Medininagar,1,0,1823,7421996
2023-09-16,Onkar Sachdeva,Pallavaram,1,2,915,3180346
2023-09-18,Romil Khurana,Jehanabad,3,0,1395,5181584
2023-09-27,Yashvi Chowdhury,Barasat,2,1,1370,6895808
2023-09-29,Arnav Kulkarni,Kulti,3,1,1720,6677339
2023-09-10,Divit Gola,Gopalpur,2,0,1969,5790170
2023-09-30,Tarini Mane,Bhubaneswar,1,2,820,1724436
2023-09-20,Charvi Thaman,Ajmer,2,2,1785,9372802
2023-09-26,Uthkarsh Agate,Dhule,2,1,752,1015902
2023-09-15,Diya Lad,Hindupur,3,0,1908,4505115
2023-09-21,Raunak Sidhu,Gorakhpur,1,2,1639,5048067
2023-09-06,Sahil Agate,Giridih,4,1,1604,6904215
2023-09-28,Eva Deshpande,Erode,3,0,1873,9888883
2023-09-05,Ira Bhatnagar,Karawal Nagar,3,1,1041,8937035
2023-09-21,Azad Dewan,Nellore,2,1,1203,8432629
2023-10-01,Rasha Khalsa,Tiruvottiyur,1,0,1185,2253296
2023-09-11,Uthkarsh Wable,Tirunelveli,3,0,1247,9751940
2023-09-11,Nishith Chand,Ludhiana,4,0,648,3445158
2023-09-24,Krish D’Alia,Bhind,4,1,1581,5323056
2023-09-21,Ehsaan Joshi,Bidhannagar,1,0,841,1950512
2023-09-22,Heer Sarraf,Mehsana,1,1,1471,9247097
2023-09-04,Shamik Dara,Surendranagar Dudhrej,2,2,1663,2983744
2023-09-22,Armaan Chhabra,Bhalswa Jahangir Pur,1,0,1218,6565246
2023-09-08,Manjari Sethi,Ambarnath,4,2,1524,8525321
2023-09-12,Rania Ben,Bhiwani,4,1,1155,5613971
2023-09-25,Myra Konda,Hyderabad,1,0,1430,9544603
2023-09-15,Mohanlal Sachdeva,Farrukhabad,4,0,1748,3865241
2023-09-06,Shray Sankar,Erode,2,1,807,5126660
2023-09-06,Mahika Barad,Hosur,2,1,935,1315395
2023-10-01,Umang Shenoy,Dhule,1,0,1756,7975645
2023-10-01,Zeeshan Badami,Junagadh,1,1,1580,1005433
2023-09-30,Shamik Sangha,Delhi,4,0,534,1343377
2023-09-11,Bhavin Gulati,Mathura,4,2,920,9753231
2023-09-16,Samaira Raja,Bhusawal,3,2,885,7554110
2023-09-13,Mohanlal Dani,Agra,1,1,2000,5212326
2023-09-21,Samiha Sarma,Ludhiana,2,0,1651,2120980
2023-09-20,Hiran Khare,Rampur,4,0,1177,8877247
2023-09-09,Nakul Kaul,Navi Mumbai,1,0,991,2543958
2023-09-10,Vihaan Dyal,Sasaram,2,0,1232,6766602
2023-09-29,Neysa Devan,Bharatpur,4,0,1407,5474457
2023-10-02,Anahi Raja,Tumkur,4,1,1315,5221594
2023-09-26,Kabir Wali,Ratlam,1,1,1311,6158381
2023-09-14,Faiyaz Ram,South Dumdum,4,2,1176,7463679
2023-09-06,Jayant Wali,Thane,1,2,673,2224072
2023-09-11,Adah Sawhney,Dibrugarh,1,0,1071,5367730
2023-10-02,Onkar Master,Kharagpur,3,2,1701,9274435
2023-09-12,Madhav Som,Raiganj,1,0,1024,2251383
2023-10-01,Himmat Krish,Hubli–Dharwad,1,1,841,4081539
2023-09-18,Yuvraj  Dhar,Latur,2,0,759,2892355
2023-09-17,Aarna Datta,Tadipatri,4,2,986,9836802
2023-09-21,Veer Johal,Buxar,1,2,641,7984458
2023-09-14,Inaaya  Kant,Nizamabad,4,0,1929,6153070
2023-09-25,Nakul Dube,Nellore,2,0,904,2635260
2023-09-09,Kismat Edwin,Mathura,3,0,1209,2849356
2023-09-05,Raghav Samra,North Dumdum,3,2,1032,9901205
2023-09-26,Manikya Kapoor,Ambala,2,1,999,1626735
2023-09-16,Yasmin Thakur,Bhusawal,1,1,1613,3403909
2023-09-17,Ishita Seshadri,Akola,2,2,1190,7690942
2023-09-18,Azad Devi,Fatehpur,2,1,1475,4321549
